,bankErosionCoeff,eventMeanConcentration,HillslopeFineSDR,RiparianVegPercent,USLE_HSDR_Fine,A3,RainThreshold,Beta,LongTermAvDailyFlow,Gully_Management_Practice_Factor,maxRiparianVegEffectiveness,TSS_ave
0,0.9,1.0,0.7124999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,27271166.783561997
1,0.7744434172283933,1.1,0.6398437499999999,1.05,0.925,0.9,1.1,0.95,1.05,0.87875,1.025,23400962.78254741
2,0.9436312825103758,0.9,0.76890625,0.95,1.075,1.1,0.9,1.05,0.95,1.02375,0.975,30586881.514062487
3,0.89017589188939,0.95,0.6279882812500001,1.075,0.9625,1.05,0.95,1.075,1.075,0.8440625,0.9625,25375023.36317749
4,1.3519300749194567,1.15,0.9008789062499999,0.975,1.1125,0.85,1.15,0.975,0.975,0.9865624999999999,1.0125,34825036.841688655
5,0.6558693691345987,1.05,0.5517773437499999,0.925,0.8875,1.15,1.05,1.025,0.925,0.9140625,1.0375,25269273.686151978
6,0.6383659927805581,0.85,0.76248046875,1.025,1.0375,0.95,0.85,0.925,1.025,1.0615625,0.9875,22600393.298970997
7,0.658219490179343,1.025,0.687555561,1.0875,1.1312,1.175,1.125,1.0875,1.0875,0.8843449999999999,1.0188,25708838.889364175
8,1.3116681342735068,0.825,0.9715005299999999,0.9875,0.9812,0.975,0.925,0.9875,0.9875,1.02935,0.9688,31715597.44542263
9,0.6419275558340918,0.925,0.5524032329999999,0.9375,1.0562,1.075,0.825,1.0375,0.9375,0.8612175,0.9938,26430831.03053266
10,0.8407395429841495,1.125,0.7459445140000001,1.0375,0.9062,0.875,1.025,0.9375,1.0375,1.0062225,1.0438,24401864.4250941
11,0.5116260348792107,1.175,0.475356272,0.9125,1.0187,0.925,1.075,0.9125,0.9125,0.8948725000000001,1.0062,23151799.208282344
12,1.4450740139580327,0.975,0.812344491,1.0125,0.8688,1.125,0.875,1.0125,1.0125,1.0398675,0.9562,31474186.11668555
13,0.8133195772081092,0.875,0.668008319,1.0625,1.0938,0.825,0.975,0.9625,1.0625,0.873,0.9812,24452810.387697507
14,0.8788911466986786,1.075,0.7911126,0.9625,0.9438,1.025,1.175,1.0625,0.9625,1.017995,1.0312,28710957.9775163
15,0.6024809526627717,0.9125,0.8243496328320001,0.9938,1.0469,1.0625,0.9375,0.9062,1.0563,0.88073578,1.0406,22444741.87045895
16,1.5599757611425624,1.1125,0.47878962483199994,1.0938,0.8969,0.8625,1.1375,1.0062,0.9562,0.92761578,0.9906,30210956.014548622
17,0.8796847253847406,1.0125,0.7643946058319999,1.0438,1.1219,1.1625,1.0375,0.9562,0.9062,0.9532357800000001,0.9656,27769258.520317405
18,0.9138716257620412,0.8125,0.641510753832,0.9438,0.9719,0.9625,0.8375,1.0563,1.0062,1.00021047,1.0156,27905382.337458562
19,0.562086203518174,0.8625,0.9391148968320001,1.0188,1.0844,0.8125,0.8875,1.0812,0.9312,0.8933932800000001,1.0281,26358976.19423926
20,1.222492456981924,1.0625,0.662022591832,0.9188,0.9344,1.0125,1.0875,0.9812,1.0312,0.9377732799999999,0.9781,31218484.909828205
21,0.746394275658962,1.1625,0.7584996193319999,0.9688,1.0094,0.9125,1.1875,1.0312,1.0812,0.96589328,0.9531,26926002.388950698
22,0.9736990665724437,0.9625,0.5576940643319999,1.0688,0.8594,1.1125,0.9875,0.9312,0.9812,1.01027328,1.0031,23530130.686770324
23,0.4865008404877665,1.1375,0.929437719168,1.0062,0.9531,0.9375,1.0125,1.0938,0.9438,0.9233632799999999,0.9844,25288542.971986603
24,1.04003433369791,0.9375,0.660348039168,0.9062,1.1031,1.1375,0.8125,0.9938,1.0438,0.96523328,1.0344,30789599.987323843
25,1.1539320000890458,0.8375,0.8353167931680001,0.9562,0.8781,0.8375,0.9125,1.0438,1.0938,0.8986782799999999,1.0094,28869021.669704415
26,1.0126417130385112,1.0375,0.619745613168,1.0563,1.0281,1.0375,1.1125,0.9438,0.9938,0.94554828,0.9594,26262174.425886504
27,0.47333111466273514,1.0875,0.784280466918,0.9812,0.9156,1.1875,1.1625,0.9188,1.0688,0.95961328,0.9969,20989695.63190795
28,1.5863220566355574,0.8875,0.45996708391800006,1.0812,1.0656,0.9875,0.9625,1.0188,0.9688,1.00148328,1.0469,31799462.793415405
29,0.5165115232880287,0.9875,0.7961014164180001,1.0312,0.9906,1.0875,0.8625,0.9688,0.9188,0.9349282800000001,1.0219,23184722.690589402
30,0.6904037950448737,1.1875,0.6764417282070001,0.9312,1.1406,0.8875,1.0625,1.0688,1.0188,0.98179828,0.9719,29113233.549534477
31,0.5039533182290222,0.8562,0.942270381312,1.0969,0.9859,1.1938,1.1938,0.9219,0.9844,0.93569168,1.0203,20550331.3743222
32,1.0723047155092669,1.0562,0.585434965312,0.9969,1.1359,0.9938,0.9938,1.0219,1.0844,0.88756668,0.9703,29853054.69934613
33,0.670887607142103,1.1562,0.680894925312,0.9469,0.9109,1.0938,0.8938,0.9719,1.0344,0.95600418,0.9953,24797377.222042438
34,0.7275601432513428,0.9562,0.5371820013119999,1.0469,1.0609,0.8938,1.0938,1.0719,0.9344,0.9128791799999999,1.0453,26074157.54715163
35,0.5000567101501295,0.9062,0.8232981220619998,0.9219,0.8734,0.9438,1.0438,1.0969,1.0094,0.97186293,1.0078,23683135.379792877
36,1.1525390580389776,1.1062,0.5507015770620001,1.0219,1.0234,1.1438,0.8438,0.9969,0.9094,0.92373793,0.9578,30720584.1250573
37,0.7272121494238458,1.0062,0.8342573965619999,1.0719,0.9484,0.8438,0.9438,1.0469,0.9594,0.9921754300000001,0.9828,25425591.08054043
38,1.2401889219719795,0.8062,0.649196851562,0.9719,1.0984,1.0438,1.1438,0.9469,1.0594,0.94905043,1.0328,29227309.6052841
39,0.5523778274233222,1.0812,0.8496771053119999,0.9094,1.0047,0.8188,0.8688,1.0844,1.0219,1.0007049600000002,0.9516,26758764.165581305
40,1.142622809438079,0.8812,0.576186263812,1.0094,0.8547,1.0188,1.0688,0.9844,0.9219,0.95507496,1.0016,27713561.106536884
41,0.720067275041414,0.9812,0.950449424562,1.0594,1.0797,0.9188,1.1688,1.0344,0.9719,0.9283599600000001,1.0266,26777360.82570165
42,1.1133009039897552,1.1812,0.741581161062,0.9594,0.9297,1.1188,0.9688,0.9344,1.0719,0.8827299599999999,0.9766,28544403.52875385
43,0.7818422982056065,1.1312,0.924788822562,1.0844,1.1172,1.0688,0.9188,0.9094,0.9969,1.01054996,0.9641,25364219.26409861
44,1.456062027956984,0.9312,0.578616688062,0.9844,0.9672,0.8688,1.1188,1.0094,1.0969,0.9674199600000001,1.0141,31020193.798607238
45,0.6865142159172571,0.8312,0.741732192812,0.9344,1.0422,1.1688,1.0188,0.9594,1.0469,0.93820496,1.0391,24660471.266450215
46,0.9182537337695168,1.0312,0.593631597312,1.0344,0.8922,0.9688,0.8188,1.0594,0.9469,0.89507496,0.9891,26707055.173980124
47,0.5130549277173233,0.9688,0.547698955104,1.0031,1.1078,0.9312,1.0562,0.9156,1.0281,1.00152668,0.9859,21680983.80663636
48,1.1016396049585973,1.1688,0.8923577931040001,0.9031,0.9578,1.1312,0.8562,1.0156,0.9281,0.85683668,1.0359,33744010.32643267
49,1.112794240612278,1.0688,0.5250406631040001,0.9531,1.0328,0.8312,0.9562,0.9656,0.9781,1.0246516799999998,1.0109,30272865.289052483
50,1.109917137347458,0.8688,0.673412665104,1.0531,0.8828,1.0312,1.1562,1.0656,1.0781,0.8799616800000001,0.9609,26149773.89413342
51,0.8673547305098244,0.8188,0.513787079604,0.9781,1.0703,1.1812,1.1062,1.0906,0.9531,1.01340168,0.9984,28205409.406581916
52,1.4398884330161907,1.0188,0.7749018746040001,1.0781,0.9203,0.9812,0.9062,0.9906,1.0531,0.86871168,1.0484,29261305.4320454
53,0.4724164337812426,1.1188,0.707336811104,1.0281,1.1453,1.0812,0.8062,1.0406,1.0031,1.03527668,1.0234,25681965.745253466
54,0.9474378923141801,0.9188,0.9203078561040001,0.9281,0.9953,0.8812,1.0062,0.9406,0.9031,0.89058668,0.9734,29342948.969968703
55,0.5869320821328374,1.1938,0.5456331279359999,0.9906,0.9016,1.0562,0.9812,1.0781,0.9656,1.05678621,1.0422,24719298.098155234
56,1.5047997021057669,0.9938,0.8085728759359999,1.0906,1.0516,0.8562,1.1812,0.9781,1.0656,0.9096012099999999,0.9922,30115089.671796143
57,0.5956710955336106,0.8938,0.6753546894360001,1.0406,0.9766,1.1562,1.0812,1.0281,1.0156,0.98194371,0.9672,23216602.08406195
58,1.1869559633974751,1.0938,0.8613294214360001,0.9406,1.1266,0.9562,0.8812,0.9281,0.9156,0.8397587100000001,1.0172,33494156.410241168
59,0.4704671316926264,1.0438,0.609998236811,1.0156,0.9391,0.8062,0.8312,0.9031,1.0406,1.0951449599999998,1.0297,20145091.258807313
60,0.9072222427614459,0.8438,0.9747493558110001,0.9156,1.0891,1.0062,1.0312,1.0031,0.9406,0.94545996,0.9797,30735209.039655834
61,0.8966128272340828,0.9438,0.5343511813109999,0.9656,0.8641,0.9062,1.1312,0.9531,0.9906,1.01905246,0.9547,24865339.036802985
62,0.7624255910628952,1.1438,0.669453667311,1.0656,1.0141,1.1062,0.9312,1.0531,1.0906,0.87436746,1.0047,25685992.18733248
63,0.688031921966899,1.0594,0.7580019283200001,1.0484,0.9789,1.0094,1.1219,1.0016,0.9703,1.05762501,1.0445,24700353.61871284
64,1.2444496549783217,0.8594,0.61553775582,0.9484,1.1289,0.8094,0.9219,0.9016,1.0703,0.91106001,0.9945,29296698.82424114
65,0.688622689891849,0.9594,0.99054046707,0.9984,0.9039,1.1094,0.8219,1.0516,1.0203,1.0350475099999998,0.9695,25710491.108852696
66,0.7461183734362532,1.1594,0.6281571345700001,1.0984,1.0539,0.9094,1.0219,0.9516,0.9203,0.8884825100000001,1.0195,24736289.26390022
67,0.3760194096489518,1.1094,0.8482442958199999,0.9734,0.8664,0.8594,1.0719,0.9766,1.0453,1.02004626,1.032,21208658.374260623
68,1.3162761788025525,0.9094,0.64027450332,1.0734,1.0164,1.0594,0.8719,1.0766,0.9453,0.8759812599999999,0.982,30938446.650342144
69,0.7607037092796559,0.8094,0.7090259645699999,1.0234,0.9414,0.9594,0.9719,0.9266,0.9953,0.9974687600000001,0.9570000000000001,22780896.401069183
70,0.9888949111859983,1.0094,0.45521512706999995,0.9234,1.0914,1.1594,1.1719,1.0266,1.0953,0.85340376,1.0070000000000001,28922358.32032326
71,0.4068871060601973,0.8844,0.8383731694439999,0.9609,1.0352,0.9844,0.8469,0.9891,1.0328,0.97763118,0.9758,22607520.148631357
72,1.2946898165810337,1.0844,0.643338744444,1.0609,0.8852,1.1844,1.0469,1.0891,0.9328,0.83607118,1.0258,30478729.53648951
73,1.3439675838114409,1.1844,0.7779100769439999,1.0109,1.1102,0.8844,1.1469,0.9391,0.9828,1.05216118,1.0008,32601131.383346446
74,1.1382729780689091,0.9844,0.512252911944,0.9109,0.9602,1.0844,0.9469,1.0391,1.0828,0.90560118,0.9508,30112188.68898393
75,0.6478651236918773,0.9344,0.712035750944,1.0359,1.1477,1.1344,0.9969,1.0141,0.9578,0.96634368,0.9883,25995058.541964445
76,1.3424745688363826,1.1344,0.592658578944,0.9359,0.9977,0.9344,1.1969,0.9141,1.0578,0.8247836799999999,1.0383,30958402.60452819
77,0.4981470170769044,1.0344,1.0286954579440002,0.9859,1.0727,1.0344,1.0969,1.0641,1.0078,1.04087368,1.0133,26278608.49343785
78,0.6654844674192324,0.8344,0.6602717899439999,1.0859,0.9227,0.8344,0.8969,0.9641,0.9078,0.89431368,0.9633,21940954.782429177
79,0.4556484977866487,1.1719,0.5668221945599999,1.0547,1.082,0.8719,1.0344,1.0078,1.0141,0.9917941499999999,0.9602,23420287.952623505
80,1.1271177876432172,0.9719,0.69888362856,0.9547,0.932,1.0719,0.8344,0.9078,0.9141,0.95100915,1.0102,29284224.625632174
81,1.042134409065241,0.8719,0.60792064056,0.9047,1.0070000000000001,0.9719,0.9344,1.0578,0.9641,0.9726516499999999,1.0352,31311741.317951772
82,1.0322230648089281,1.0719,0.96394690656,1.0047,0.857,1.1719,1.1344,0.9578,1.0641,0.92686665,0.9852,26774450.718465876
83,0.6303541774893727,1.0219,0.5881475315599999,0.9297,1.0445,1.0219,1.1844,0.9828,0.9891,0.9825354,0.9727,25171164.98360311
84,1.707504248249211,0.8219,0.78335513256,1.0297,0.8945,0.8219,0.9844,1.0828,1.0891,0.9392504,1.0227,32517145.93821596
85,0.8727760124935776,0.9219,0.48557587806,1.0797,1.1195,1.1219,0.8844,0.9328,1.0391,0.9621428999999999,1.0477,24127322.0709391
86,0.9676149492182522,1.1219,0.75958847706,0.9797,0.9695,0.9219,1.0844,1.0328,0.9391,0.9138579,0.9977,29742238.38279808
87,0.46656134634152435,0.9969,0.644218215102,0.9422,0.9133,1.1469,0.9094,0.9953,0.9766,0.95451376,1.0164,22345455.74085647
88,1.7272401510624293,1.1969,0.849341761602,1.0422,1.0633,0.9469,1.1094,1.0953,1.0766,0.90873376,0.9664,36282483.88888292
89,0.5291573409651654,1.0969,0.48599371735200003,1.0922,0.9883,1.0469,1.0094,0.9453,1.0266,1.02779376,0.9914,21069645.238990612
90,0.8343007863176806,0.8969,0.750427425852,0.9922,1.1383,0.8469,0.8094,1.0453,0.9266,0.98201376,1.0414,29462435.446094863
91,0.7092824398763113,0.8469,0.654137081352,1.0672,0.9508,0.9969,0.8594,1.0203,1.0016,0.91881126,1.0039,23327248.561635394
92,1.109856198504807,1.0469,0.800855046852,0.9672,1.1008,1.1969,1.0594,0.9203,0.9016,0.8730312600000001,0.9539,31268106.312036987
93,0.982466044407462,1.1469,0.631384152102,0.9172,0.8758,0.8969,1.1594,1.0703,0.9516,0.9908412600000001,0.9789,30209335.24863728
94,0.8830273188974466,0.9469,0.9905308166019999,1.0172,1.0258,1.0969,0.9594,0.9703,1.0516,0.94506126,1.0289,26701510.865861792
95,0.4077391162468834,1.0031,0.6870819410560001,0.9516,0.8805,0.9906,0.8781,1.0234,0.9422,0.98059126,0.9773,21995479.961625576
96,1.1165161124539202,0.8031,0.797782363056,1.0516,1.0305,1.1906,1.0781,0.9234,1.0422,1.0248112600000001,1.0273,26046841.647490304
97,0.6387900624869715,0.9031,0.5227078570560001,1.0016,0.9555,0.8906,1.1781,1.0734,1.0922,0.9076212600000001,1.0023,23371475.411733396
98,1.2571256466585798,1.1031,0.8716027750559999,0.9016,1.1055,1.0906,0.9781,0.9734,0.9922,0.95184126,0.9523,35008745.262502536
99,0.7985722029317927,1.1531,0.5084090935560001,1.0266,0.993,1.1406,0.9281,0.9984,1.0672,0.9437937599999999,0.9898,25280038.85328818
100,1.1744942273804864,0.9531,0.7207347685560002,0.9266,1.143,0.9406,1.1281,1.0984,0.9672,0.9880137599999999,1.0398,34942238.36929087
101,0.5921122735055864,0.8531,0.618327181056,0.9766,0.9179999999999999,1.0406,1.0281,0.9484,0.9172,0.87207376,1.0148,22247158.705166437
102,0.6832504975344399,1.0531,0.898664846056,1.0766,1.068,0.8406,0.8281,1.0484,1.0172,0.9162937600000002,0.9648,26331822.71031634
103,0.6353900374643409,0.8281,0.5423110741799999,1.0391,1.1242,1.0156,1.1531,0.9859,1.0547,0.9129653999999999,1.0461,23190679.335833553
