,nsample_104,nsample_117,nsample_130,nsample_143,nsample_156,nsample_169,nsample_182,nsample_195,nsample_208,nsample_221,nsample_234
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.892696901580056,0.8920815160419858,0.8921507230056763,0.8916099465970639,0.8916127450211679,0.8928334452210273,0.8928313169398722,0.8922569148392988,0.8972651211905727
9,0.0,0.0,0.892696901580056,0.9518079814698858,0.9515139123609688,0.9513298298327397,0.9507552107659183,0.9521192320192329,0.9524099616479248,0.9519201525998087,0.9571848013180053
8,0.0,0.0,0.892696901580056,0.9752004051156542,0.9751026241718853,0.9749796181505902,0.9745997007044662,0.975906113840337,0.9771331381201814,0.9761642841647451,0.9818019830735504
7,0.0,0.0,0.892696901580056,0.9864862442425372,0.9860252609215254,0.9857579357958633,0.9847805215440618,0.9861616662111465,0.9875382534076126,0.9865596054427583,0.9912606736987798
6,0.0,0.0,0.892696901580056,0.9864862442425372,0.9896934950681741,0.9894987008319508,0.988326754881116,0.9897030978332944,0.991397245088935,0.9865596054427583,0.9912606736987798
5,0.0,0.0,0.892696901580056,1.000195771003267,0.999950396959222,0.9995406362005101,0.9978144675590157,0.9994231750883277,1.001913997440191,0.9999347019186586,1.0044122610836566
4,0.0,0.0,0.892696901580056,1.0079492855108851,1.008233432557668,1.0079759488697728,1.006415295679332,1.0077977589679266,1.0095691191946454,1.007751262936499,1.0126734310034449
3,0.0,0.0,0.892696901580056,1.0079492855108851,1.0098038772960976,1.0094567989295826,1.0080252779141539,1.0092600616862129,1.0104036556331835,1.0086006158771788,1.013883465024557
2,0.0,0.0,0.892696901580056,1.0079492855108851,1.0098038772960976,1.0094567989295826,1.0080252779141539,1.0092600616862129,1.0104036556331835,1.0086006158771788,1.013883465024557
1,0.0,0.0,0.892696901580056,1.0079492855108851,1.0098038772960976,1.0094567989295826,1.0080252779141539,1.0092600616862129,1.0104036556331835,1.0086006158771788,1.013883465024557
