,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000
0,3.930662208456009e-157,3.155901187801686e-229,6.66543867624955e-306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002393409648884169,0.0004645169077787764,0.0001452172134986897,2.6031446861402164e-06,7.083948118998022e-07,1.6170228064421762e-07,1.9609047675783343e-07,6.873397223532184e-08,6.840279535405471e-11,8.946581250225168e-10,2.2997316676524633e-12,4.5521715186634936e-11,8.555276085208553e-14,5.978396406170981e-12,5.42484539983407e-13,2.068333518128897e-13,4.3896607415654805e-15,1.0433517409450557e-15,6.465321196275782e-17
2,0.0170346454925208,0.0048511697465659295,0.0009111580521332839,0.0002173852083102967,1.181389438597876e-05,4.757030576346173e-05,2.627972836569396e-05,2.06504367184979e-06,6.161893680218031e-08,5.05305540112222e-07,1.6704593026525987e-08,2.2146458425306587e-08,2.942519045566693e-10,7.030995105028429e-09,1.3408598289300646e-09,3.151202368837947e-09,2.746325746904495e-10,2.5704440716858174e-11,1.664474098626641e-11
3,0.13385273551786803,0.04241210026051207,0.031817125980592255,0.08413250572561806,0.07623334614928251,0.011823580048728594,0.048413395911248366,0.0369855601846339,0.02498950057045958,0.004533177780521078,0.008003260770933633,0.007290943513700629,0.01280967884704879,0.013931489352173936,0.021913335829473,0.011725260244713737,0.008359881870783629,0.0014525740080541625,0.0019808990340339913
4,0.3136800387320582,0.19626576377865276,0.24148215150724364,0.29688429733528854,0.19020977108607973,0.10843860724009832,0.34102512497981285,0.2917352374506918,0.20237432043396744,0.1588160261282538,0.10029447558409732,0.12112809530752522,0.19931990150473342,0.13592103776700196,0.13422161188186243,0.15730762961109693,0.09019982123611374,0.028447755653358442,0.11880369579497295
5,0.43260886958153144,0.3996939240064983,0.43609338214006377,0.4676356159241176,0.4240487870058309,0.3497713979127408,0.3004600423333467,0.5596110407233706,0.33994536027287675,0.4531072190828145,0.3063290527146661,0.2994730231584576,0.254901239993574,0.2831428799620386,0.31947869378669774,0.37546936822439125,0.18695470058315639,0.15940839575464902,0.28074654697754103
6,0.5728904395829821,0.6912886550483572,0.5596752163759332,0.6757383293702753,0.6728446559019895,0.6826258295678972,0.6095133248714973,0.7184393087352554,0.6945834812298466,0.7020053704541085,0.5094932380096213,0.5189134244355675,0.6801404382603745,0.5306776190343229,0.6121586090037019,0.5859347880121142,0.5121676125963266,0.5356017598866556,0.4893600375017084
7,0.9969602438295625,0.9970390559450263,0.9844151924060442,0.990702299172658,0.9934453893420231,0.992578198820726,0.9955277761178238,0.995888976365221,0.9873405628625054,0.9879218618154313,0.985293558185538,0.9882467074529749,0.9974663047127216,0.9877082928797901,0.9845448558169916,0.9954513135645685,0.9882691849993137,0.9759174759847428,0.9906834584178017
8,0.9969602438295625,0.9970390559450263,0.9932816255401182,0.990702299172658,0.995610839822024,0.9948131380430935,0.993666304754471,0.997141876777509,0.9960352862019011,0.9880003266719358,0.9928308222561502,0.9741280943780769,0.9879878373894173,0.9700579935485325,0.9780493476159207,0.9866171142938467,0.9730260943384882,0.9587285697114076,0.9670819962781381
