,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000
0,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539,27259040.34674539
1,35186373.9520771,35108755.82158508,34867146.4808573,34854977.94857863,34916626.3105056,34558791.08900799,35148389.85936566,34820636.60057792,34805249.138599664,34904652.77857753,34948191.43112661,34878443.59716943,34888139.42515577,34872091.0296479,34966116.3306396,34959104.85687984,34888416.38958696,34731393.66636759,34998406.87480629
2,35739467.42189322,35279300.20251818,35317966.081050985,35891497.70543848,35402224.30606522,35308073.365543626,35695286.41393692,35208513.946920514,35197867.1843966,35521490.80972231,35652640.996456794,35388556.88426925,35400052.361393936,35611486.85042336,35633802.96947314,35455807.46051551,35410011.45376134,35336451.61043387,35635081.54929146
3,35586813.65142809,35377395.696685545,35392287.858782455,35854804.12170196,35520184.85539415,35277021.67163695,35730113.76609366,35231782.80104625,35364836.15214252,35673783.845832825,35605810.002285086,35400436.065805346,35450690.26622389,35665067.08939718,35596308.593447834,35612939.56017562,35396514.96455058,35522995.96375437,35753013.66530918
4,35480773.65783496,35560173.56107417,35418713.66137531,35795445.77175114,35705790.5494813,35686108.55632529,35774228.783633545,35520032.971228145,35635112.32199631,35734961.350392915,35690473.15049988,35563588.83149482,35605902.664488986,35862793.074677646,35738686.07254338,35726512.122220024,35732614.3901881,35625666.37939726,35884236.35241604
5,35556337.20570788,35847245.390151165,35532149.79660782,36163640.07633112,35946959.062081985,35693540.59388054,35930159.89700534,35482330.12068498,35658099.16288698,35902741.773659855,35793255.691161186,35803459.73497646,35955860.6516832,36077746.21832016,35943399.578324996,35861899.734126,35853038.91217795,35721154.45030734,36143472.44474916
6,35512408.19004963,36058028.509063214,35751926.003450744,36093060.36484687,35922939.14751817,35966837.513429105,35853791.055255525,35567790.73579082,35756512.89419196,35894512.6417199,35858227.59267934,35954256.38604675,36029769.23050467,36094945.06455705,35975039.19865799,35808385.461400144,35869200.139199615,35747950.389434524,36163154.3799189
7,35591402.4323815,36125967.91157776,35628067.477446675,36249105.0348694,35960672.876142286,35985244.57313388,35970153.10488428,35621483.910274126,35855069.79688823,36053484.113775596,35921476.38954553,36003335.9306099,36125966.70501953,36060709.95329959,36011729.42854192,35994829.9442743,35818147.86451744,35824310.358272165,36339867.953251325
8,35570270.60479863,36124742.23214144,35604983.4686989,36240892.65990394,35928207.5100065,35962789.56251405,35948574.99172997,35612590.773627825,35850962.715230726,36033538.31051322,35906879.44619962,35989169.58771832,36082789.15529762,36034719.61107628,35984070.840022355,35982226.565882705,35799066.2295234,35808138.931876294,36317485.61574458
