,nsample_104,nsample_117,nsample_130,nsample_143,nsample_156,nsample_169,nsample_182,nsample_195,nsample_208,nsample_221,nsample_234
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.989555268369839e-16,0.0,0.0,0.0
10,0.0,0.0,0.7983358865294218,0.7937199345442042,0.8007524551821956,0.7997630679530368,0.8001751788688105,0.8018578237268503,0.8015160539924677,0.8019744033804954,0.8002841093997324
9,0.0,0.0,0.9488162359728698,0.9432597379205631,0.951296912140109,0.950772768121484,0.9519614580224861,0.9536004488847102,0.953612010172358,0.954351251067881,0.9519521817128067
8,0.0,0.0,0.9488162359728698,0.9771644691118774,0.9852584266609795,0.9850202305681619,0.9861824886927351,0.9881697948731873,0.9878544837430897,0.9885014495435652,0.9858941405793396
7,0.0,0.0,0.9488162359728698,0.9771644691118774,0.9852584266609795,0.9920194182972732,0.9922991855725445,0.994599007090049,0.9945312322511052,0.9954129580041317,0.9931540006259788
6,0.0,0.0,0.9488162359728698,0.9779517388610223,0.9858892333467874,0.9854863085337748,0.9859205110290991,0.9877623057608574,0.9871137546461711,0.988064495569484,0.9857613079886792
5,0.0,0.0,0.9488162359728698,0.9779517388610223,0.9858892333467874,0.9975214388419331,0.9859205110290991,0.9993670104370764,0.9987375202383515,0.9998227525533346,0.9977278524981652
4,0.0,0.0,0.9488162359728698,1.002977733118198,1.0112764595746337,1.0106158246684194,1.0113650940715548,1.0134176688620768,1.0131214048547708,1.0144004965359117,1.0124619687587364
3,0.0,0.0,0.9488162359728698,1.002977733118198,1.0112764595746337,1.009335181257412,1.0103221780588878,1.0123397915991479,1.0119937268377754,1.013331462199509,1.0114427053733548
2,0.0,0.0,0.9488162359728698,1.002977733118198,1.0109704073794803,1.009335181257412,1.0103221780588878,1.0123397915991479,1.0119937268377754,1.013331462199509,1.0114427053733548
1,0.0,0.0,1.0073127057408742,1.002977733118198,1.0109704073794803,1.009335181257412,1.0103221780588878,1.0123397915991479,1.0119937268377754,1.013331462199509,1.0114427053733548
