,nsample_104,nsample_117,nsample_130,nsample_143,nsample_156,nsample_169,nsample_182,nsample_195,nsample_208,nsample_221,nsample_234
11,27735018.705592964,27735761.38529556,27714472.564860426,27734357.95542989,27744116.10124186,27743461.83140346,27754026.33560581,27751107.67599271,27755704.866906144,27754315.88894043,27753384.44626278
10,27735018.705592964,27735761.38529556,36181377.61734611,36186675.594375566,36190387.714986145,36151849.78706019,36161105.86071147,36184200.38868909,36188068.54407651,36160396.961033806,36164569.08604334
9,27735018.705592964,27735761.38529556,36086557.117285036,36096720.431537144,36098222.42906316,36075827.22007606,36091351.471648954,36105240.80181529,36116728.4488033,36103709.07652984,36107320.96244905
8,27735018.705592964,27735761.38529556,36086557.117285036,36955773.711360365,36936374.99671395,36925545.062102884,36924919.25406604,36941856.64290811,36965824.17618663,36958952.65942605,36963923.880981535
7,27735018.705592964,27735761.38529556,36086557.117285036,36955773.711360365,36936374.99671395,37201450.49029371,37214213.23592663,37225694.849563584,37221468.88808324,37211757.53659019,37208733.82053065
6,27735018.705592964,27735761.38529556,36086557.117285036,36990464.74958627,36970100.40393575,36953200.124337226,36939957.92815533,36993136.98009015,37010785.09911724,36986406.179170504,36981992.58784909
5,27735018.705592964,27735761.38529556,36086557.117285036,36990464.74958627,36970100.40393575,37409548.598340705,36939957.92815533,37450611.89893618,37411024.90280955,37365833.08745165,37357323.60143425
4,27735018.705592964,27735761.38529556,36086557.117285036,37384413.39624703,37386947.11111101,37382391.83727264,37358439.38803722,37391914.5878185,37431968.14103259,37426249.46221663,37434609.364979774
3,27735018.705592964,27735761.38529556,36086557.117285036,37384413.39624703,37386947.11111101,37206490.623896725,37179628.1552599,37202668.54082416,37211512.867060825,37202497.6800601,37211433.97620234
2,27735018.705592964,27735761.38529556,36086557.117285036,37384413.39624703,37397620.92694876,37206490.623896725,37179628.1552599,37202668.54082416,37211512.867060825,37202497.6800601,37211433.97620234
1,27735018.705592964,27735761.38529556,37459372.57850389,37384413.39624703,37397620.92694876,37206490.623896725,37179628.1552599,37202668.54082416,37211512.867060825,37202497.6800601,37211433.97620234
