,nsample_104,nsample_117,nsample_130,nsample_143,nsample_156,nsample_169
11,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.7325370938408345,0.7312142774195985,0.7306212254448853,0.7320718691573933
9,0.0,0.0,0.8723616451177312,0.8707451307607155,0.8706726873922938,0.8718939243502631
8,0.0,0.0,0.8723616451177312,0.9177948289463721,0.9181921888226895,0.9188612724386142
7,0.0,0.0,0.8723616451177312,0.9177948289463721,0.9181921888226895,0.9287602125720975
6,0.0,0.0,0.8723616451177312,0.9308908141201445,0.9292920493170063,0.9310259694130221
5,0.0,0.0,0.8723616451177312,0.9308908141201445,0.9292920493170063,0.9499893617604463
4,0.0,0.0,0.8723616451177312,0.9812963751997296,0.9851273637391933,0.9852567960951524
3,0.0,0.0,0.8723616451177312,0.9812963751997296,0.9851273637391933,0.9891726399076493
2,0.0,0.0,0.8723616451177312,0.9812963751997296,0.9940065422028309,0.9891726399076493
1,0.0,0.0,0.9847682151994265,0.9812963751997296,0.9940065422028309,0.9891726399076493
