,nsample_104,nsample_117,nsample_130,nsample_143,nsample_156,nsample_169
11,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.7983358865294218,0.7937199345442042,0.8007524551821956,0.7997630679530368
9,0.0,0.0,0.9488162359728698,0.9432597379205631,0.951296912140109,0.950772768121484
8,0.0,0.0,0.9488162359728698,0.9771644691118774,0.9852584266609795,0.9850202305681619
7,0.0,0.0,0.9488162359728698,0.9771644691118774,0.9852584266609795,0.9920194182972732
6,0.0,0.0,0.9488162359728698,0.9779517388610223,0.9858892333467874,0.9854863085337748
5,0.0,0.0,0.9488162359728698,0.9779517388610223,0.9858892333467874,0.9975214388419331
4,0.0,0.0,0.9488162359728698,1.002977733118198,1.0112764595746337,1.0106158246684194
3,0.0,0.0,0.9488162359728698,1.002977733118198,1.0112764595746337,1.009335181257412
2,0.0,0.0,0.9488162359728698,1.002977733118198,1.0109704073794803,1.009335181257412
1,0.0,0.0,1.0073127057408742,1.002977733118198,1.0109704073794803,1.009335181257412
