,cf_upper,cf_lower,ks,pvalue,cv,cf_upper_upper,cf_upper_lower,cf_lower_upper,cf_lower_lower,ks_lower,ks_upper,pvalue_lower,pvalue_upper,cf_width,cf_width_lower,cf_width_upper,cond_mean
0,36678740.69529818,19820889.006455414,0.021801,0.9546825645248526,0.1642807114360601,37302336.316172704,35960552.423888765,20299514.64687907,19525690.5262027,0.016,0.029,0.7946637387576738,0.9995502785541052,1.0054227775063553,0.9786024497627153,1.0338258211544462,27516327.453385886
