,cf_upper,cf_lower,ks,pvalue,cv,cf_upper_upper,cf_upper_lower,cf_lower_upper,cf_lower_lower,ks_lower,ks_upper,pvalue_lower,pvalue_upper,cf_width,cf_width_lower,cf_width_upper,cond_mean
0,35109863.3331895,20559287.38307474,0.068717,0.028609586933614803,0.13456425832112118,35543201.66893835,34340399.14380023,20954266.84523176,20347063.159722697,0.054,0.085,0.0014488954599620356,0.1082872208757189,0.8679366499543583,0.8194222702983812,0.912266350911933,27501314.06488675
