,cf_upper,cf_lower,ks,pvalue,cv,cf_upper_upper,cf_upper_lower,cf_lower_upper,cf_lower_lower,ks_lower,ks_upper,pvalue_lower,pvalue_upper,cf_width,cf_width_lower,cf_width_upper,cond_mean
0,36647911.5455414,19808856.236944307,0.015576000000000005,0.9978805768091488,0.15978925265797161,37158674.238178715,36255287.5455225,20380742.126610924,19441907.632565048,0.012,0.021,0.9802627322900355,0.999999678182,1.0035438727309562,0.9916871948454348,1.0147233580795938,27509077.740635067
