,cf_upper,cf_lower,ks,pvalue,cv,cf_upper_upper,cf_upper_lower,cf_lower_upper,cf_lower_lower,ks_lower,ks_upper,pvalue_lower,pvalue_upper,cf_width,cf_width_lower,cf_width_upper,cond_mean
0,36640384.80102737,19848866.28546725,0.027229000000000007,0.8407967491401456,0.15697937507989224,36985695.85625782,36089846.37677783,20253906.635493316,19519466.86812516,0.022,0.035,0.5728904395829821,0.9690010280430694,0.9978267961810712,0.9847706717020669,1.0103681158118172,27479027.00176655
