,cf_upper,cf_lower,ks,pvalue,cv,cf_upper_upper,cf_upper_lower,cf_lower_upper,cf_lower_lower,ks_lower,ks_upper,pvalue_lower,pvalue_upper,cf_width,cf_width_lower,cf_width_upper,cond_mean
0,36520177.95870335,19687406.174615122,0.0,1.0,0.15663662540597317,36968517.5869488,35996291.56822845,20173161.108307943,19166393.684401564,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27344884.478598375
