# Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1/07/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/07/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/07/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/07/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/07/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/07/1998,96.50381007,89.7241262,124.7856654,89.05834808,116.1788693,100.5949032,116.1147004,96.19765884,126.7890545,101.8150062,113.1780532,110.8611374,97.25136701,120.2701782,95.35417553,114.3901523,106.0461121,121.3827553,91.02986366,128.5065022,99.63128503,103.5124684,94.1465681,110.1897799,75.8785379,108.4198142,103.5409731,80.72547775,116.5824111,109.0302629,116.5114158,100.6625323,132.6680888,92.57367428,103.3944909,103.4492878,115.1789912,87.93339332,119.746703,87.59508489,102.4881942,87.90209553,115.8394093,92.65060977,128.9508385,88.44795903,95.17117782,85.40562577,116.4121408,110.7706476,121.7276004,93.39350162
7/07/1998,113.4168697,101.2988315,146.2161697,98.88285085,132.7900144,113.1994353,139.4333983,111.8397073,150.4007908,113.7041993,133.9722774,129.7173609,105.6310758,141.0744746,109.8290443,137.919639,121.4887656,141.6544484,102.9610558,150.9018308,114.3527407,122.3839966,104.3876221,128.7199614,84.35588179,128.2738348,116.4252371,89.31525941,134.8789266,122.7941592,137.370354,116.1724931,156.2610353,103.1461286,122.1618678,117.5686235,137.9298667,97.93668501,137.7184167,94.38144493,119.3457192,101.2092655,135.7190479,105.1789487,151.7107326,97.33832821,111.2041606,96.3331147,135.6235733,125.3351395,145.1713552,102.8204312
8/07/1998,126.2799405,110.1664371,162.5169255,106.4631568,145.5034191,122.8845123,157.1127832,123.737709,168.3062965,122.8694552,149.7523317,144.0607932,112.1611081,156.9040632,120.8633034,155.7214291,133.2868898,157.0876208,112.1137097,167.9286973,125.5997544,136.7126098,112.3007088,142.8334916,90.89356247,143.3577211,126.3167868,95.94921396,148.8238153,133.3768576,153.2236188,128.0074498,174.1759833,111.309598,136.4045731,128.3925785,155.1625866,105.6534703,151.4309303,99.70561668,132.1820813,111.3657667,150.8343452,114.7688968,168.9951875,104.2326973,123.4076263,104.7172384,150.2703636,136.4997664,162.9448433,110.1315701
9/07/1998,134.3611292,115.5366943,172.7243794,110.9596601,153.3262398,128.7425406,168.3432362,131.1300587,179.5854481,128.3589979,159.6809585,153.0282959,115.8718859,166.8175231,127.6784076,167.018235,140.5642703,166.723811,117.6833582,178.5909124,132.5436295,145.7302032,116.9966652,151.658084,94.78752252,152.8558683,132.2911662,99.8622084,157.4737123,139.7894173,163.1952077,135.3341122,185.4249573,116.1919879,145.3571633,135.0087912,166.084349,110.2611754,159.8974274,102.6668688,140.1862057,117.6412847,160.2892361,120.6091179,179.835249,108.2709777,131.0380116,109.7976096,159.4250793,143.2856424,174.1733812,114.4152697
10/07/1998,138.1266684,117.6676618,177.4249851,112.5518864,156.6538585,131.040023,173.8151224,134.4365628,184.9208058,130.4028676,164.3531946,157.1340645,116.8588846,171.3845297,130.6437602,172.5246918,143.6980968,171.1077192,119.9342232,183.5079024,135.546891,149.9726007,118.6562002,155.6908113,96.19488196,157.3300129,134.6221841,101.204167,161.3030987,142.3220207,167.8683118,138.5472666,190.6715396,117.9897637,149.5541412,137.740026,171.3706946,111.9474765,163.5699316,103.3157958,143.807443,120.3710568,164.6298536,122.9895624,184.8690178,109.5905945,134.5281734,111.8124556,163.5940992,146.01896,179.5435438,115.8178611
