,100,200,300,400,500,600,700,800,900,1000
0,0.5,0.505,0.5066666666666667,0.5125,0.504,0.5116666666666667,0.5057142857142857,0.5075,0.5088888888888888,0.521
1,0.08,0.06,0.05333333333333334,0.052437500000000005,0.048,0.06166666666666667,0.055714285714285716,0.0525,0.052222222222222225,0.05
2,0.07,0.06,0.05,0.0475,0.04,0.05333333333333334,0.04710714285714286,0.0425,0.043333333333333335,0.041
3,0.07,0.05,0.04666666666666667,0.04743750000000001,0.032,0.03333333333333333,0.037142857142857144,0.03,0.027777777777777776,0.029
4,0.06,0.045,0.04,0.0375,0.03,0.03166666666666667,0.025714285714285714,0.025,0.024444444444444446,0.022
5,0.05,0.045,0.03666666666666667,0.0325,0.027950000000000003,0.03,0.028535714285714286,0.0225,0.019972222222222225,0.021
6,0.06,0.04,0.03,0.03,0.024,0.025,0.02142857142857143,0.01875,0.018861111111111113,0.018
7,0.04,0.03,0.023333333333333334,0.0175,0.018,0.015,0.014285714285714285,0.0125,0.013333333333333334,0.011
8,0.04,0.025,0.02,0.0175,0.014,0.013333333333333334,0.012857142857142857,0.0125,0.011111111111111112,0.011
